Level	Rule Name	Subject	Property	Value
INFO	lowercase_definition	sensory memory	definition	"<\""Report great detail about a complex stimulus immediately following its presentation. This ability forms within a few tens of milliseconds and decays again rapidly within a few hundred milliseconds.\"" [NBO:GVG]>"
INFO	lowercase_definition	long-lasting memory	definition	"<\""A memory that last for months to lifetime.\"" [NBO:GVG]>"
INFO	lowercase_definition	medium term memory	definition	"<\""A type of memory that allows the recall of something from minutes to several hours.\"" [NBO:GVG]>"
INFO	lowercase_definition	declarative memory	definition	"<\""Ability to become conscious of, or declare, facts and experiences.\"" [NBO:GVG]>"
INFO	lowercase_definition	semantic memory	definition	"<\""Ability to consciously recall knowledge of facts that are independent of a specific time and place.\"" [NBO:GVG]>"
INFO	lowercase_definition	episodic memory	definition	"<\""Ability to explicitly recall information about a specific event that has occurred at a specific time and place.\"" [NBO:GVG]>"
INFO	lowercase_definition	non-declarative memory	definition	"<\""Non-declarative memory type of memory, which does not need to involve conscious awareness in the act of recollection.\"" [NBO:GVG]>"
INFO	lowercase_definition	motor memory	definition	"<\""Consolidating a specific motor task into memory through repetition.\"" [NBO:GVG]>"
INFO	lowercase_definition	emotional memory	definition	"<\""A type of memory associated with emotional experiences.\"" [wikipedia:http\://www.scholarpedia.org/article/Emotional_memory]>"
INFO	lowercase_definition	prospective memory	definition	"<\""Remembering to perform an intended action.\"" [NBO:GVG]>"
INFO	lowercase_definition	event-based prospective memory	definition	"<\""Remembering to perform an intended action in respect to a particular event.\"" [NBO:GVG]>"
INFO	lowercase_definition	time-based prospective memory	definition	"<\""Remembering to perform an intended action in respect to a particular time reference.\"" [NBO:GVG]>"
INFO	lowercase_definition	autobiographical memory	definition	"<\""A type of memory for particular events within one's own life.\"" [NBO:GVG]>"
INFO	lowercase_definition	visual memory	definition	"<\""Ability to store and retrieve previously experienced visual sensations and perceptions when the stimuli that originally evoked them are no longer present.\"" [wikipedia:Visual_memory]>"
INFO	lowercase_definition	eidetic memory	definition	"<\""The ability to recall images, sounds, or objects in memory with extreme precision and in abundant volume.\"" [wikipedia:Eidetic_memory]>"
INFO	lowercase_definition	topographic memory	definition	"<\""Ability to orient oneself in space, to recognize and follow an itinerary, or to recognize familiar places.\"" [NBO:GVG]>"
INFO	lowercase_definition	priming	definition	"<\""An implicit memory effect in which exposure to a stimulus influences response to a later stimulus.\"" [NBO:GVG]>"
INFO	lowercase_definition	semantic priming	definition	"<\""A type of priming where the prime and the target are from the same semantic category and share features.\"" [NBO:GVG]>"
INFO	lowercase_definition	associative priming	definition	"<\""A type of priming where the target is a word that has a high probability of appearing with the prime, and is \\""associated\\"" with it but not necessarily related in semantic features.\"" [NBO:GVG]>"
INFO	lowercase_definition	conceptual priming	definition	"<\""A type of priming based on the meaning of a stimulus and is enhanced by semantic task.\"" [NBO:GVG]>"
INFO	lowercase_definition	perceptual priming	definition	"<\""A type priming based on the form of the stimulus and is enhanced by the match between the early and later stimuli.\"" [NBO:GVG]>"
INFO	lowercase_definition	sensory adaptation	definition	"<\""Change in the responsiveness of a sensory system when confronted with a constant stimulus.\"" [NBO:GVG]>"
INFO	lowercase_definition	classical conditioning	definition	"<\""A form of associative learning that requires an unconditional reflex, where an unconditional stimulus (US)brings about an automatic, unlearned (unconditional) response (UR). If a neutral stimulus (NS) tends to precede it, an association is made and the conditional response (CR) becomes transferred onto the (previously neutral) conditional strimulus (CS); a conditional reflex has been learned.\"" [NBO:GVG]>"
INFO	lowercase_definition	fear conditioning	definition	"<\""A type of associative learning that allows organisms to acquire affective responses, such as fear, in situations where a particular context or stimulus is predictably elicits fear via an aversive context.\"" [NBO:GVG]>"
INFO	lowercase_definition	operant conditioning behavior	definition	"<\""Operant conditioning is the use of a behavior's antecedent and/or its consequence to influence the occurrence and form of behavior.\"" [wikipedia:Operant_conditioning]>"
INFO	lowercase_definition	active avoidance learning behavior	definition	"<\""Avoidance learning when the action occurs.\"" [NBO:GVG]>"
INFO	lowercase_definition	passive avoidance learning behavior	definition	"<\""Avoidance learning when no action occurs.\"" [NBO:GVG]>"
INFO	lowercase_definition	escape learning behavior	definition	"<\""Avoid a situation completely.\"" [NBO:GVG]>"
INFO	lowercase_definition	social learning	definition	"<\""The sociological process of training individuals in a society to act or respond in a manner generally approved by the society in general and peer groups within society.\"" [wikipedia:Social_conditioning]>"
INFO	lowercase_definition	perceptual constancy behavior	definition	"<\""Perception of objects remains the same despite changes in their image on the retina.\"" [:http\://science.jrank.org/pages/5094/Perception.html]>"
INFO	lowercase_definition	vestibular behavior phenotype	definition	"<\""Observable characteristic of behavior related to the awareness of body balance and movement.\"" [NBO:GVG]>"
INFO	lowercase_definition	motivation behavior	definition	"<\""Behavior related to the tendency of an organism to maintain internal equilibrium.\"" [NBO:GVG]>"
INFO	lowercase_definition	thirst motivation behavior	definition	"<\""Behavior related to the deprivation of water.\"" [NBO:GVG]>"
INFO	lowercase_definition	hunger motivation behavior	definition	"<\""Behavior related to the deprivation of food.\"" [NBO:GVG]>"
INFO	lowercase_definition	sexual motivation behavior	definition	"<\""Behavior related to the drive of an organism to engage in sexual activity.\"" [NBO:GVG]>"
INFO	lowercase_definition	hunger regulation	definition	"<\""Any process which modulates the physical craving for food.\"" [NBO:GVG]>"
INFO	lowercase_definition	short term hunger regulation	definition	"<\""Any process which modulates the physical craving for food over short term food deprivation.\"" [NBO:GVG]>"
INFO	lowercase_definition	long term hunger regulation	definition	"<\""Any process which modulates the physical craving for food over long term food deprivation.\"" [NBO:GVG]>"
INFO	lowercase_definition	behavioral phenotype	definition	"<\""An observable characteristic of the behavior of an organism.\"" [NBO:RH]>"
INFO	lowercase_definition	generalized anxiety	definition	"<\""A pathological anxiety characterized by long-lasting anxiety that is not focused on any one object or situation.\"" [wikipedia:Generalized_anxiety_disorder]>"
INFO	lowercase_definition	phobia	definition	"<\""A pathological anxiety characterized by fear or anxiety triggered by a specific stimulus or situation.\"" [NBO:GVG]>"
INFO	lowercase_definition	panic	definition	"<\""A pathological anxiety characterized by brief attacks of intense terror and apprehension, often marked by trembling, shaking, confusion, dizziness, nausea, difficulty breathing.\"" [wikipedia:Panic_disorder]>"
INFO	lowercase_definition	obsessive-compulsive disorder	definition	"<\""A pathological anxiety primarily characterized by repetitive obsessions (distressing, persistent, and intrusive thoughts or images) and compulsions (urges to perform specific acts or rituals).\"" [wikipedia:Obsessive%E2%80%93compulsive_disorder]>"
INFO	lowercase_definition	somatoform behavior phenotype	definition	"<\""A pathological behavior characterized by one or more symptoms of a physical dysfunction but for which there is no identifiable organic cause.\"" [wikipedia:Somatoform_disorder]>"
INFO	lowercase_definition	conversion disorder	definition	"<\""A somatoform disorder characterised by a physical dysfunction (blindness, deafness, paralysis, numbness, etc. ) that has no underlying organic basis.\"" [wikipedia:Conversion_disorder]>"
INFO	lowercase_definition	hypochondriasis	definition	"<\""A somatoform disorder characterised by a continuing belief that one has one or more serious illnesses although no medical evidence supports the belief.\"" [wikipedia:Hypochondriasis]>"
INFO	lowercase_definition	bipolar disorder	definition	"<\""A mood disorder formerly characterised by alternating periods of mania and depression (and in some cases rapid cycling, mixed states, and psychotic symptoms).\"" [wikipedia:Bipolar_disorder]>"
INFO	lowercase_definition	cognitive behavior phenotype	definition	"<\""Observable characteristic of behaviour related to cognitive processes.\"" [NBO:RH]>"
INFO	lowercase_definition	feeding behavior phenotype	definition	"<\""Observable characteristic of behavior associated with the intake of food or liquids.\"" [NBO:GVG]>"
INFO	lowercase_definition	vocal aggression behavior	definition	"<\""A behavioral interaction between organisms in which one organism exhibits aggression using vocal or verbal means.\"" [NBO:GVG]>"
INFO	lowercase_definition	age specific discriminatory behavior	definition	"<\""A discriminatory behavior that is related to age.\"" [NBO:GVG]>"
INFO	lowercase_definition	affiliation	definition	"<\""Behavior related to having a generally positive attitude toward another person.\"" [MBP:GVG]>"
INFO	lowercase_definition	liking	definition	"<\""Wanting to be with another person.\"" [NBO:GVG]>"
INFO	lowercase_definition	altruism behavior	definition	"<\""A helping behavior (without expectation of extrinsic rewards and sometimes involving personal risk or sacrifice) that benefits individuals or society.\"" [NBO:GVG]>"
INFO	lowercase_definition	prosocial behavior	definition	"<\""Prosocial behavior is caring about the welfare and rights of others, feeling concern and empathy for them, and acting in ways that benefit others.\"" [wikipedia:Prosocial_behavior]>"
INFO	lowercase_definition	helping behavior	definition	"<\""Helping behavior refers to voluntary actions intended to help the others, with reward regarded or disregarded.\"" [wikipedia:Helping_behavior]>"
INFO	lowercase_definition	reciprocal altruism	definition	"<\""Reciprocal altruism is the idea that the incentive for an individual to help in the present is based on the expectation of the potential receipt in the future.\"" [wikipedia:Helping_behavior]>"
INFO	lowercase_definition	behavior stemming from intelligence	definition	"<\""Behavior related to one or more capacities of the mind.\"" [wikipedia:Intelligence]>"
INFO	lowercase_definition	behavior stemming from emotional intelligence	definition	"<\""Behavior stemming from the ability to identify, assess, and control the emotions of oneself, of others, and of groups.\"" [wikipedia:Emotional_intelligence]>"
INFO	lowercase_definition	behavior stemming from problem solving	definition	"<\""Behavior associated with problem finding and problem shaping.\"" [wikipedia:Problem_solving]>"
INFO	lowercase_definition	behavior stemming from communication intelligence	definition	"<\""Behavior stemming from intelligence associated with the capacity of conveying information. (Example: behavior adaptation in chimpanzees in order to communicate with humans.)\"" [NBO:GVG]>"
INFO	lowercase_definition	male aggressive behavior	definition	"<\""A domineering, assault posture and/or hostile physical action towards animals exhibited by male animals.\"" [NBO:GVG]>"
INFO	lowercase_definition	female aggressive behavior	definition	"<\""A domineering, assault posture and/or hostile physical action towards animals exhibited by female animals.\"" [NBO:GVG]>"
INFO	lowercase_definition	maternal aggressive behavior	definition	"<\""A domineering, assault posture and/or hostile physical action towards animals exhibited by a mother or attending female.\"" [NBO:GVG]>"
INFO	lowercase_definition	paternal aggressive behavior	definition	"<\""A domineering, assault posture and/or hostile physical action towards animals exhibited by a father or attending male.\"" [NBO:GVG]>"
INFO	lowercase_definition	memory loss behavior	definition	"<\""Behavior related with the gradual loss of information and experiences stored in the memory of an organism.\"" [NBO:GVG]>"
INFO	lowercase_definition	memory storage behavior	definition	"<\""Behavior related with the ability of an organism's ability to store information and experiences.\"" [NBO:GVG]>"
INFO	lowercase_definition	memory retrieval behavior	definition	"<\""Behavior related with the ability of an organism's ability to recall information and experiences.\"" [NBO:GVG]>"
INFO	lowercase_definition	sensation behavior	definition	"<\""Cognitive perception of a sensation by any of the five senses -- vision, touch, smell, taste, and hearing.\"" [NBO:GVG]>"
INFO	lowercase_definition	social phobia	definition	"<\""A phobia characterised by fear of social or performance situations in which embarrassment may occur.\"" [NBO:GVG]>"
INFO	lowercase_definition	acrophobia	definition	"<\""A phobia characterised by fear of high places.\"" [NBO:GVG]>"
INFO	lowercase_definition	sleep motivation behavior	definition	"<\""Behavior related to the actions of an organism in relation to sleep.\"" [NBO:GVG]>"
INFO	lowercase_definition	regulation of sleep	definition	"<\""Any process that modulates the frequency, rate or extent of sleep.\"" [GOC:jl]>"
INFO	lowercase_definition	behavior process	definition	"<\""The action, reaction, or performance of an organism in response to external or internal stimuli.\"" [GO:GO\:0007610]>"
INFO	lowercase_definition	visual behavior	definition	"<\""Behavior related to the actions or reactions of an organism in response to a visual stimulus.\"" [GO:0007632]>"
INFO	lowercase_definition	optokinetic behavior	definition	"<\""Behavior related to the actions or reactions of an organism pertaining to movement of the eyes and of objects in the visual field, as in nystagmus.\"" [GO:0007634]>"
INFO	lowercase_definition	auditory behavior	definition	"<\""Behavior related to the actions or reactions of an organism in response to a sound.\"" [GO:0031223]>"
INFO	lowercase_definition	vestibular behavior	definition	"<\""Behavior related to the awareness of body balance and movement.\"" [MBP:GVG]>"
INFO	lowercase_definition	chemosensory behavior	definition	"<\""Behavior as a result of the sensation of chemicals.\"" [NBO:GVG]>"
INFO	lowercase_definition	olfactory behavior	definition	"<\""Behavior related to the sensation of odors.\"" [NBO:GVG]>"
INFO	lowercase_definition	thermosensory behavior	definition	"<\""Behavior related to environmental temperature.\"" [NBO:GVG]>"
INFO	lowercase_definition	somatic sensation related behavior	definition	"<\""Behavior related to the sensations arising from the skin and from the muscles, tendons, and joints.\"" [OBP:GVG]>"
INFO	lowercase_definition	hot sensation behavior	definition	"<\""Behavior related to the detection of high environmental temperature.\"" [NBO:GVG]>"
INFO	lowercase_definition	cold sensation behavior	definition	"<\""Behavior related to the detection of low environmental temperature.\"" [NBO:GVG]>"
INFO	lowercase_definition	kinesthetic behavior	definition	"\""Movement behavior of the body or its parts.\"""
INFO	lowercase_definition	motor coordination	definition	"<\""The coordination of combinations of body movements created with the kinematic (such as spatial direction) and kinetic (force) parameters that result in intended actions.\"" [wikipedia:Motor_coordination]>"
INFO	lowercase_definition	eye-hand coordination	definition	"<\""The coordinated control of eye movement with hand movement, and the processing of visual input to guide reaching and grasping along with the use of proprioception of the hands to guide the eyes.\"" [wikipedia:Eye%E2%80%93hand_coordination]>"
INFO	lowercase_definition	limb coordination	definition	"<\""The coordination of limb movement.\"" [NBO:GVG]>"
INFO	lowercase_definition	intralimb coordination	definition	"<\""Coordination that results in spatial and temporal planning of reaching and grasping.\"" [NBO:GVG]>"
INFO	lowercase_definition	interlimb coordination	definition	"<\""Coordination that results in bimanual synchronization and temporal association of the hands.\"" [NBO:GVG]>"
INFO	lowercase_definition	lower limb coordination	definition	"<\""The coordination of lower limb movement.\"" [NBO:GVG]>"
INFO	lowercase_definition	upper limb coordination	definition	"<\""The coordination of upper limb movement.\"" [NBO:GVG]>"
INFO	lowercase_definition	gross motor coordination	definition	"<\""The coordination of large muscle groups and whole body movement.\"" [NBO:GVG]>"
INFO	lowercase_definition	fine motor coordination	definition	"<\""Coordination of small muscle movements which occur usually in coordination with the eye.\"" [NBO:GVG]>"
INFO	lowercase_definition	graphomotor coordination	definition	"<\""Coordination involved in writing.\"" [NBO:GVG]>"
INFO	lowercase_definition	body coordination	definition	"<\""The coordination of the whole body movement.\"" [NBO:GVG]>"
INFO	lowercase_definition	upper body coordination	definition	"<\""The coordination of the lower body movement.\"" [NBO:GVG]>"
INFO	lowercase_definition	lower body coordination	definition	"<\""The coordination of the upper body movement.\"" [NBO:GVG]>"
INFO	lowercase_definition	posture	definition	"<\""Intentionally or habitually assumed arrangement of the body and its limbs.\"" [NBO:GVG]>"
INFO	lowercase_definition	body posture	definition	"<\""Intentionally or habitually assumed arrangement of the body.\"" [NBO:GVG]>"
INFO	lowercase_definition	limb posture	definition	"<\""Intentionally or habitually assumed arrangement of the limbs.\"" [NBO:GVG]>"
INFO	lowercase_definition	resting posture	definition	"<\""Intentionally or habitually assumed arrangement of the body and its limbs in inactivity.\"" [NBO:GVG]>"
INFO	lowercase_definition	terrestrial locomotory behavior	definition	"<\""Behavior associated with surface locomotion.\"" [NBO:GVG]>"
INFO	lowercase_definition	leaping behavior	definition	"<\""Behavior related to the upward thrust produced by the rapid, simultaneous extension of the hind legs with the intend to cross wide gaps in the locomotor surface.\"" [MBP:GVG]>"
INFO	lowercase_definition	gait	definition	"<\""The pattern of movement of the limbs of animals, characterized by elements of progression, stability, speed and length over the ground.\"" [MP:0001406]>"
INFO	lowercase_definition	stride	definition	"<\""A behavioral pattern characterized by the distance covered by as many steps as there are legs.\"" [NBO:GVG]>"
INFO	lowercase_definition	crawling behavior	definition	"<\""Behavior related to the movement resulting by dragging the body close to the ground.\"" [NBO:GVG]>"
INFO	lowercase_definition	arboreal locomotion behavior	definition	"<\""Behavior related to the locomotion of animals in trees.\"" [wikipedia:Arboreal_locomotion]>"
INFO	lowercase_definition	brachiation	definition	<arm over arm swinging movement through arboreal environment [NBO:AC]>
INFO	lowercase_definition	aerial locomotion behavior	definition	"<\""Behavior related to the movement of an organism from one location to another through the air.\"" [NBO:GVG]>"
INFO	lowercase_definition	flight behavior	definition	"<\""Behavior related to the self-propelled movement of an organism from one location to another through the air, usually by means of active wing movement.\"" [NBO:GVG]>"
INFO	lowercase_definition	climbing behavior	definition	"<\""Behavior related to the ascending a steep object.\"" [NBO:GVG]>"
INFO	lowercase_definition	gliding behavior	definition	"<\""Behavior related to the expansion lateral surface of the body with the intention of increasing the wind resistance against the body and hence reducing the speed of falling.\"" [NBO:GVG]>"
INFO	lowercase_definition	saltation	definition	"<\""Behavior related to the upward thrust produced by the rapid, simultaneous extension of the hind legs with the intend to rise in the air.\"" [NBO:GVG]>"
INFO	lowercase_definition	aquatic locomotion	definition	"<\""Behavior related to the movement of an organism from one location to another through a liquid medium.\"" [NBO:GVG]>"
INFO	lowercase_definition	directional control of locomotion	definition	"<\""Behavior related to the control of the direction of locomotion.\"" [NBO:GVG]>"
INFO	lowercase_definition	locomotory orientation behavior	definition	"<\""Behavior related to the ability of an animal to determine and to alter its position in the environment.\"" [NBO:GVG]>"
INFO	lowercase_definition	kinesis	definition	"<\""Alteration of speed or direction of movement in response to a sensory stimulus.\"" [NBO:GVG]>"
INFO	lowercase_definition	taxis	definition	"<\""Locomotory orientation in a specific spatial relationship to a stimulus.\"" [NBO:GVG]>"
INFO	lowercase_definition	steering behavior	definition	"<\""Behavior related to the mechanical alteration of the locomotor pattern through which the animal adjusts its position.\"" [NBO:GVG]>"
INFO	lowercase_definition	chemotactic behavior	definition	"<\""Locomotory orientation in response to specific chemical concentration gradient.\"" [GO:0006935]>"
INFO	lowercase_definition	gravitactic behavior	definition	"<\""Locomotory orientation in response to gravity.\"" [GO:0048062]>"
INFO	lowercase_definition	negative gravitactic behavior	definition	"<\""Locomotory orientation away from the source of gravity.\"" [GO:0048060]>"
INFO	lowercase_definition	positive gravitactic behavior	definition	"<\""Locomotory orientation towards the source of gravity.\"" [GO:0048061]>"
INFO	lowercase_definition	thigmotaxis	definition	"<\""Locomotory orientation in response to touch.\"" [GO:0001966]>"
INFO	lowercase_definition	energy taxis	definition	"<\""Locomotory orientation in response to physical parameters involved in energy generation.\"" [GO:0009453]>"
INFO	lowercase_definition	phototactic behavior	definition	"<\""Locomotory orientation in response to light.\"" [GO:0042331]>"
INFO	lowercase_definition	thermotaxis	definition	"<\""Locomotory orientation in response to a temperature gradient.\"" [GO:0043052]>"
INFO	lowercase_definition	phonotaxis	definition	"<\""Locomotory orientation in response to sound.\"" [NBO:GVG]>"
INFO	lowercase_definition	mechanical stimulus taxis	definition	"<\""Locomotory orientation in response to mechanical stimulus.\"" [NBO:GVG]>"
INFO	lowercase_definition	barotaxis	definition	"<\""Locomotory orientation in response to pressure.\"" [NBO:GVG]>"
INFO	lowercase_definition	involuntary movement behavior	definition	"<\""Behavior related to movements that occur independent of planning.\"" [NBO:GVG]>"
INFO	lowercase_definition	reflexive behavior	definition	"<\""Behavior related to involuntary movement in response to a stimulus.\"" [NBO:GVG]>"
INFO	lowercase_definition	primitive reflex	definition	"<\""Reflex actions originating in the central nervous system that are exhibited by normal infants in response to particular stimuli.\"" [wikipedia:Primitive_reflexes]>"
INFO	lowercase_definition	startle reflex	definition	"<\""An action or movement due to the application of a sudden unexpected stimulus.\"" [wikipedia:Startle_reflex]>"
INFO	lowercase_definition	tonic labyrinthine reflex	definition	"<\""A reflex that arises when tilting the head back while lying on the back causes the back to stiffen and even arch backwards, the legs to straighten, stiffen, and push together, the toes to point, the arms to bend at the elbows and wrists, and the hands to become fisted or the fingers to curl.\"" [wikipedia:Tonic_labyrinthine_reflex]>"
INFO	lowercase_definition	asymmetrical tonic neck reflex	definition	"<\""A reflex that assists in the birthing process and helps to develop muscle tone, kicking and stimulates vestibular function in utero.\"" [wikipedia:Asymmetrical_tonic_neck_reflex]>"
INFO	lowercase_definition	symmetrical tonic neck reflex	definition	"<\""A reflex that causes the eyes to alternately fixate at far and near, expanding vision development from arms length to far away.\"" [MBP:GVG]>"
INFO	lowercase_definition	galant reflex	definition	"<\""It is elicited by holding the newborn in ventral suspension (face down) and stroking along the one side of the spine. A reflex that caused the laterally flex toward the stimulated side when a newborn is held in ventral suspension (face down) and stroking along the one side of the spine.\"" [NBO:Galant_reflex]>"
INFO	lowercase_definition	babkin reflex	definition	"<\""A reflex elicited by the application of pressure to both palms resulting varying responses such as head flexion, head rotation or opening of the mouth, or a combination of these responses.\"" [wikipedia:Primitive_reflexes]>"
INFO	lowercase_definition	swimming reflex	definition	"<\""A reflex that causes the infant to begin to paddle and kick in a swimming motion upon its placement face down in a pool of water.\"" [NBO:Primitive_reflexes]>"
INFO	lowercase_definition	plantar reflex	definition	"<\""A reflex elicited when the sole of the foot is stimulated with a blunt instrument.\"" [wikipedia:Plantar_reflex]>"
INFO	lowercase_definition	palmar grasp reflex	definition	"<\""A reflex elicited by the placement of an object in the infant's hand and strokes their palm, causing its fingers to close and grasp it.\"" [wikipedia:Primitive_reflexes]>"
INFO	lowercase_definition	rooting reflex	definition	"<\""A reflex that causes a newborn infant to turn his head toward anything that strokes his cheek or mouth, searching for the object by moving his head in steadily decreasing arcs until the object is found.\"" [wikipedia:Primitive_reflexes]>"
INFO	lowercase_definition	sucking reflex	definition	"<\""A reflex that causes the infant to instinctively suck at anything that touches the roof of their mouth and suddenly starts to suck simulating the way they naturally eat.\"" [wikipedia:Primitive_reflexes]>"
INFO	lowercase_definition	walking reflex	definition	"<\""A reflex that causes the infant to attempt to 'walk' by placing one foot in front of the other when the soles of their feet touch a flat surface.\"" [wikipedia:Primitive_reflexes]>"
INFO	lowercase_definition	voluntary movement behavior	definition	"<\""Behavior related to movements executed with intent.\"" [NBO:GVG]>"
INFO	lowercase_definition	stretch reflex	definition	"<\""A muscle contraction in response to stretching within the muscle.\"" [wikipedia:Stretch_reflex]>"
INFO	lowercase_definition	biceps reflex	definition	"<\""A deep tendon reflex that elicits involuntary contraction of the biceps brachii muscle.\"" [NBO:GVG]>"
INFO	lowercase_definition	brachioradialis reflex	definition	"<\""A deep tendon reflex elicited by striking the lateral surface of the forearm proximal to the distal head of the radius, characterized by normal slight elbow flexion and forearm supination.\"" [Medical disctionary:http\://medical-dictionary.thefreedictionary.com/brachioradialis+reflex]>"
INFO	lowercase_definition	extensor digitorum reflex	definition	"<\""A reflex that elicits involuntary contraction of the extensor digitorum muscle.\"" [NBO:GVG]>"
INFO	lowercase_definition	triceps reflex	definition	"<\""A deep tendon reflex that elicits involuntary contraction of the triceps brachii muscle.\"" [wikipedia:Triceps_reflex]>"
INFO	lowercase_definition	patellar reflex	definition	"<\""A deep tendon reflex that elicits extension of the leg resulting from a sharp tap on the patellar tendon.\"" [NBO:GVG]>"
INFO	lowercase_definition	ankle jerk reflex	definition	"<\""A reflex bending of the foot resulting from contraction of the calf muscles when the Achilles tendon is sharply struck.\"" [Medical Dictionary:http\://medical-dictionary.thefreedictionary.com/Achilles+reflex]>"
INFO	lowercase_definition	cranial nerve related reflex	definition	"<\""A reflex that involves cranial nerves.\"" [wikipedia:Reflex]>"
INFO	lowercase_definition	pupillary light reflex	definition	"<\""A reflex that controls the diameter of the pupil, in response to the intensity (luminance) of light that falls on the retina of the eye, thereby assisting in adaptation to various levels of darkness and light, in addition to retinal sensitivity.\"" [wikipedia:Pupillary_light_reflex]>"
INFO	lowercase_definition	accommodation reflex	definition	"<\""A reflex action of the eye, in response to focusing on a near object, then looking at distant object (and vice versa), comprising coordinated changes in vergence, lens shape and pupil size.\"" [wikipedia:Accommodation_reflex]>"
INFO	lowercase_definition	corneal reflex	definition	"<\""An involuntary blinking of the eyelids elicited by stimulation of the cornea.\"" [wikipedia:Corneal_reflex]>"
INFO	lowercase_definition	vestibulo-ocular reflex	definition	"<\""A reflex eye movement that stabilizes images on the retina during head movement by producing an eye movement in the direction opposite to head movement, thus preserving the image on the center of the visual field.\"" [wikipedia:Vestibulo-ocular_reflex]>"
INFO	lowercase_definition	physiologic nystagmus	definition	"<\""A form of involuntary eye movement that is part of the vestibulo-ocular reflex (VOR). It is characterized by alternating smooth pursuit in one direction and saccadic movement in the other direction.\"" [wikipedia:Physiologic_nystagmus]>"
INFO	lowercase_definition	pharyngeal reflex	definition	"<\""A reflex contraction of the back of the throat, evoked by touching the soft palate.\"" [wikipedia:Gag_reflex]>"
INFO	lowercase_definition	sleeping behavior phenotype	definition	"<\""Observable characteristic of behavior related to the readily reversible state of reduced awareness and metabolic activity that occurs periodically in many animals.\"" [NBO:GVG]>"
INFO	lowercase_definition	bruxism	definition	"<\""A NREM parasomnia characterised by Involuntarily grinding of teeth while sleeping.\"" [MBP:GVG]>"
INFO	lowercase_definition	delayed sleep phase syndrome	definition	"<\""A circadian rhythm sleep disorder characterized by a much later than normal timing of sleep onset and offset and a period of peak alertness in the middle of the night.\"" [wikipedia:Delayed_sleep_phase_syndrome]>"
INFO	lowercase_definition	insomnia	definition	"<\""Inability to fall asleep and/or remain asleep for a reasonable amount of time.\"" [NBO:GVG]>"
INFO	lowercase_definition	narcolepsy	definition	"<\""A dyssomnia characterised by excessive daytime sleepiness (EDS) in which a person experiences extreme fatigue and possibly falls asleep at inappropriate times.\"" [wikipedia:Narcolepsy]>"
INFO	lowercase_definition	sleep terror	definition	"<\""A NREM parasomnia characterised by abrupt awakening from sleep with behavior consistent with terror and a temporary inability to regain full consciousness.\"" [NBO:GVG]>"
INFO	lowercase_definition	abdominal reflex	definition	"<\""A reflex that results in the contraction of the muscles of the abdominal wall in response to stimulation of the overlying skin.\"" [web:http\://www.merriam-webster.com/medical/abdominal%20reflex]>"
INFO	lowercase_definition	anocutaneous reflex	definition	"<\""Reflexive contraction of the external anal sphincter upon stroking of the skin around the anus.\"" [wikipedia:Anal_wink]>"
INFO	lowercase_definition	cremasteric reflex	definition	"<\""A reflex is elicited by lightly stroking the superior and medial (inner) part of the thigh resulting in a contraction of the cremaster muscle that pulls up the scrotum and testis on the side stroked.\"" [wikipedia:Cremasteric_reflex]>"
INFO	lowercase_definition	mammalian diving reflex	definition	"<\""A reflex in mammals which optimises respiration to allow staying underwater for extended periods of time.\"" [wikipedia:Mammalian_diving_reflex]>"
INFO	lowercase_definition	visceromotor reflex	definition	"<\""An increase in tonus (normal tension) of the tissues of the abdominal muscles resulting from painful stimuli originating in a viscus.\"" [:http\://www.wordinfo.info/words/index/inf]>"
INFO	lowercase_definition	muscular defense	definition	"<\""A reflex of the abdominal muscles to contract upon mechanical force to the abdomen, and serves as protection.\"" [wikipedia:Muscular_defense]>"
INFO	lowercase_definition	scratch reflex	definition	"<\""A response to activation of sensory neurons whose peripheral terminals are located on the surface of the body.\"" [wikipedia:Scratch_reflex]>"
INFO	lowercase_definition	acoustic startle reflex	definition	"<\""An action or movement due to the application of a sudden unexpected loud noise.\"" [NBO:GVG]>"
INFO	lowercase_definition	withdrawal reflex	definition	"<\""A reflex where the body reacts to pain or unpleasant stimuli by trying to move itself away from the source.\"" [NBO:GVG]>"
INFO	lowercase_definition	crossed extensor reflex	definition	"<\""A reflex where the flexors in the withdrawing limb contract and the extensors relax, while in the other limb, the opposite occurs.\"" [wikipedia:Crossed_extensor_reflex]>"
INFO	lowercase_definition	acoustic reflex	definition	"<\""An involuntary muscle contraction that occurs in the middle ear of mammals in response to high-intensity sound stimuli.\"" [wikipedia:Acoustic_reflex]>"
INFO	lowercase_definition	arthrokinetic reflex	definition	"<\""A reflex in which joint movement can reflexively cause muscle activation or inhibition.\"" [wikpedia:Arthrokinetic_reflex]>"
INFO	lowercase_definition	cough reflex	definition	"<\""A reflex by which the body rids the lower respiratory tract of any irritant that enters through the air and less frequently any fluids (drinks) and solids (food) that may spill into the respiratory tract.\"" [XX:http\://www.healthhype.com/cough-reflex-physiology-process-ear-cough-reflexes.html]>"
INFO	lowercase_definition	snout reflex	definition	"<\""A pouting or pursing of the lips that is elicited by light tapping of the closed lips near the midline.\"" [wikipedia:Snout_reflex]>"
INFO	lowercase_definition	glabellar reflex	definition	"<\""A reflex elicited by repetitive tapping on the forehead which result in blinking to the first several taps.\"" [wikipedia:Glabellar_reflex]>"
